relaxation_factor,mean_auc_difference,mean_late_reward_difference,mean_combined_difference,standard_error_combined,conservative_difference
1.005,14.328706666666658,2.618399999999994,8.473553333333328,9.495212753225555,-1.0216594198922273
1.01,5.74222666666667,6.883333333333326,6.312779999999998,7.484616630840016,-1.1718366308400174
1.02,-0.37413999999999703,-1.6212000000000046,-0.9976700000000008,7.55228610732048,-8.549956107320481
1.03,9.773659999999994,-1.1042000000000045,4.334729999999995,10.38993554397294,-6.055205543972946
1.04,15.32549333333333,11.896566666666658,13.61102999999999,9.33688167464027,4.27414832535972
